sku,name,unit_price,qty_display,bullets,upc,section,section_order,group_title,group_order,item_order
1AN4979,"Annie Dreadlocks Crochet Needle, 1 & 2-Hooks (2 in 1), (0.75 mm) w Bamboo Handle",2.13,1dz/48dz,"2 & 1 Hook | Rust free stainless steel | Premium bamboo handle | 0.75mm Needle | Perfect for fixing dreadlocks, braid craft, weaving & more",705372049793,HAIR WEAVING TOOLS,12,DREADLOCKS CROCHET HOOK,1,4
1AN1886,Joy Round Beads Regular Size Large Package Asst.,,1dz/6dz,"Regular size, large package | Assorted",705372018867,JOY PRODUCTS,14,REGULAR SIZE BEAD LARGE PACKAGE,1,1
1AN1751,Joy Round Beads Regular size Large Package White,,1dz/6dz,"Medium bead, large package | White",705372017518,JOY PRODUCTS,14,REGULAR SIZE BEAD LARGE PACKAGE,1,2
1AN1752,Joy Round Beads Regular size Large Package Clear,,1dz/6dz,"Medium bead, large package | Clear",705372017525,JOY PRODUCTS,14,REGULAR SIZE BEAD LARGE PACKAGE,1,3
1AN1767,Joy Round Beads Regular Size Large Package Asst.,,1dz/6dz,"Regular size, large package | Assorted",705372017679,JOY PRODUCTS,14,REGULAR SIZE BEAD LARGE PACKAGE,1,4
1AN1922,"Joy Round Beads XL Size, L. Pkg Glow in the Dark Pink",,1dz/6dz,Pink | Glow in the dark,705372019222,JOY PRODUCTS,14,X-LARGE SIZE BEAD LARGE PACKAGE,2,1
1AN1923,"Joy Round Beads XL Size, L. Pkg Glow in the Dark White",,1dz/6dz,White | Glow in the dark,705372019239,JOY PRODUCTS,14,X-LARGE SIZE BEAD LARGE PACKAGE,2,2
1AN1926,"Joy Round Beads XL Size, L. Pkg Glow in the Dark Purple",,1dz/6dz,Purple | Glow in the dark,705372019260,JOY PRODUCTS,14,X-LARGE SIZE BEAD LARGE PACKAGE,2,3
1AN1927,"Joy Round Beads XL Size, L. Pkg Glow in the Dark Solid Asst.",,1dz/6dz,Solid assorted color | Glow in the dark,705372019277,JOY PRODUCTS,14,X-LARGE SIZE BEAD LARGE PACKAGE,2,4
1AN1830,Joy Round Beads Large Size Large Package White,,1dz/6dz,"Large size, large package | White",705372018300,JOY PRODUCTS,14,LARGE SIZE BEAD LARGE PACKAGE,3,1
1AN1831,Joy Round Beads Large Size Large Package Clear,,1dz/6dz,"Large size, large package | Clear",705372018317,JOY PRODUCTS,14,LARGE SIZE BEAD LARGE PACKAGE,3,2
1AN1832,Joy Round Beads Large Size Large Package Black,,1dz/6dz,"Large size, large package | Black",705372018324,JOY PRODUCTS,14,LARGE SIZE BEAD LARGE PACKAGE,3,3
1AN1833,Joy Round Beads Large Size Large Package Asst.,,1dz/6dz,"Large size, large package | Solid Assorted",705372018331,JOY PRODUCTS,14,LARGE SIZE BEAD LARGE PACKAGE,3,4
1AN1835,Joy Round Beads Large Size Large Package Asst.,,1dz/6dz,"Large size, large package | White Assorted",705372018355,JOY PRODUCTS,14,LARGE SIZE BEAD LARGE PACKAGE,3,5
1AN1853,Joy Round Beads Large Size Large Package Asst.,,1dz/6dz,"Large size, large package | Assorted",705372018539,JOY PRODUCTS,14,LARGE SIZE BEAD LARGE PACKAGE,3,6
1AN1899,Joy Round Beads Large Size Large Package Asst.,,1dz/6dz,"Large size, large package | Assorted",705372018997,JOY PRODUCTS,14,LARGE SIZE BEAD LARGE PACKAGE,3,7
1AN1901,Joy Round Beads Large Size Large Package Asst.,,1dz/6dz,"Large size, large package | Assorted | Metallic",705372019017,JOY PRODUCTS,14,LARGE SIZE BEAD LARGE PACKAGE,3,8
1AN1954,Joy Round Beads XLarge Size Large Package Two Tone Pastel Pink,,1dz/6dz,Trendy mixed colors | Pastel pink two tone mix,705372019543,JOY PRODUCTS,14,X-LARGE SIZE BEAD LARGE PACKAGE,2,5
1AN1955,Joy Round Beads XLarge Size Large Package Two Tone Pastel Purple,,1dz/6dz,Trendy mixed colors | Pastel purple two tone mix,705372019550,JOY PRODUCTS,14,X-LARGE SIZE BEAD LARGE PACKAGE,2,6
1AN1959,Joy Round Beads XLarge Size Large Package Two Tone Pastel Asst.,,1dz/6dz,Trendy mixed colors | Pastel assorted two tone mix,705372019598,JOY PRODUCTS,14,X-LARGE SIZE BEAD LARGE PACKAGE,2,7
1AN16875,Joy Round Squishy Beads XL Size Large Package Clear,,1dz/6dz,Clear,705372168753,JOY PRODUCTS,14,ROUND SQUISHY BEADS XL SIZE LARGE PACKAGE,4,1
1AN16876,Joy Round Squishy Beads XL Size Large Package Clear & White,,1dz/6dz,Clear & white,705372168760,JOY PRODUCTS,14,ROUND SQUISHY BEADS XL SIZE LARGE PACKAGE,4,2
1AN16877,Joy Round Squishy Beads XL Size Large Package White,,1dz/6dz,White,705372168777,JOY PRODUCTS,14,ROUND SQUISHY BEADS XL SIZE LARGE PACKAGE,4,3
1AN16878,Joy Round Squishy Beads XL Size Large Package Black,,1dz/6dz,Black,705372168784,JOY PRODUCTS,14,ROUND SQUISHY BEADS XL SIZE LARGE PACKAGE,4,4
1AN16879,Joy Round Squishy Beads XL Size Large Package Black & White,,1dz/6dz,Black & white,705372168791,JOY PRODUCTS,14,ROUND SQUISHY BEADS XL SIZE LARGE PACKAGE,4,5
1AN16880,Joy Round Squishy Beads XL Size Large Package Pink Mix,,1dz/6dz,Pink mix,705372168807,JOY PRODUCTS,14,ROUND SQUISHY BEADS XL SIZE LARGE PACKAGE,4,6
1AN16881,Joy Round Squishy Beads XL Size Large Package Solid Mix,,1dz/6dz,Solid mix,705372168814,JOY PRODUCTS,14,ROUND SQUISHY BEADS XL SIZE LARGE PACKAGE,4,7
1AN16882,Joy Round Squishy Beads XL Size Large Package Transparent Mix,,1dz/6dz,Transparent mix,705372168821,JOY PRODUCTS,14,ROUND SQUISHY BEADS XL SIZE LARGE PACKAGE,4,8
1AN16883,Joy Round Squishy Beads XL Size Large Package Neon Mix,,1dz/6dz,Neon mix,705372168838,JOY PRODUCTS,14,ROUND SQUISHY BEADS XL SIZE LARGE PACKAGE,4,9
1AN16302,Joy Hair Barrettes White Daisy,,1dz/24dz,White,705372163024,JOY PRODUCTS,14,DAISY HAIR BARRETTES,5,1
1AN16303,Joy Hair Barrettes Clear Daisy,,1dz/24dz,Clear,705372163031,JOY PRODUCTS,14,DAISY HAIR BARRETTES,5,2
1AN16308,Joy Hair Barrettes Asst Color Daisy,,1dz/24dz,Assorted,705372163086,JOY PRODUCTS,14,DAISY HAIR BARRETTES,5,3
1AN16309,Joy Hair Barrettes Asst Color Daisy,,1dz/24dz,Assorted,705372163093,JOY PRODUCTS,14,DAISY HAIR BARRETTES,5,4
1AN16310,Joy Hair Barrettes Asst Color Daisy,,1dz/24dz,Assorted,705372163109,JOY PRODUCTS,14,DAISY HAIR BARRETTES,5,5
1AN16314,Joy Hair Barrettes Asst Color Daisy,,1dz/24dz,Assorted,705372163147,JOY PRODUCTS,14,DAISY HAIR BARRETTES,5,6
1AN16315,Joy Hair Barrettes Asst Color Daisy,,1dz/24dz,Assorted,705372163154,JOY PRODUCTS,14,DAISY HAIR BARRETTES,5,7
1AN16334,Joy Hair Barrettes Asst Color Butterfly,,1dz/24dz,Assorted,705372163345,JOY PRODUCTS,14,DAISY HAIR BARRETTES,5,8
1AN16359,Joy Hair Barrettes Asst Color Ribbon II,,1dz/24dz,Assorted,705372163598,JOY PRODUCTS,14,DAISY HAIR BARRETTES,5,9
1AN16396,Joy Hair Barrettes Asst Color Daisy,,1dz/24dz,Assorted,705372163956,JOY PRODUCTS,14,DAISY HAIR BARRETTES,5,10
1AN16399,Joy Hair Barrettes Asst Color Daisy,,1dz/24dz,Assorted,705372163994,JOY PRODUCTS,14,DAISY HAIR BARRETTES,5,11
1AN16400,Joy Hair Barrettes Asst Color Daisy,,1dz/24dz,Assorted,705372164007,JOY PRODUCTS,14,DAISY HAIR BARRETTES,5,12
1AN16402,Joy Hair Barrettes Gold Daisy,,1dz/24dz,Gold,705372164021,JOY PRODUCTS,14,DAISY HAIR BARRETTES,5,13
1AN16403,Joy Hair Barrettes Silver Daisy,,1dz/24dz,Silver,705372164038,JOY PRODUCTS,14,DAISY HAIR BARRETTES,5,14
1AN16420,Joy Hair Barrettes Asst Ribbon II,,1dz/24dz,Assorted,705372164205,JOY PRODUCTS,14,DAISY HAIR BARRETTES,5,15
1AN16425,Joy Hair Barrettes Asst Ribbon II,,1dz/24dz,Assorted,705372164250,JOY PRODUCTS,14,DAISY HAIR BARRETTES,5,16
1AN16426,Joy Hair Barrettes Clear Ribbon II,,1dz/24dz,Clear,705372164267,JOY PRODUCTS,14,DAISY HAIR BARRETTES,5,17
1AN16427,Joy Hair Barrettes Clear Ribbon II,,1dz/24dz,Clear,705372164274,JOY PRODUCTS,14,DAISY HAIR BARRETTES,5,18
1AN16452,Joy Barrettes Asst Color Daisy,,1dz/24dz,Assorted,705372164526,JOY PRODUCTS,14,DAISY HAIR BARRETTES,5,19
1AN16461,Joy Barrettes Asst Color Daisy,,1dz/24dz,Assorted,705372164618,JOY PRODUCTS,14,DAISY HAIR BARRETTES,5,20
1AN16474,Joy Barrettes Asst Color Daisy,,1dz/24dz,Assorted,705372164748,JOY PRODUCTS,14,DAISY HAIR BARRETTES,5,21
1AN16475,Joy Barrettes Asst Color Daisy,,1dz/24dz,Assorted,705372164755,JOY PRODUCTS,14,DAISY HAIR BARRETTES,5,22
1AN16050,Joy Twin Beads Ponytailers 20mm 10ct White,,1dz/24dz,White,705372160504,JOY PRODUCTS,14,TWIN BEADS PONYTAILERS 10CT,6,1
1AN16051,Joy Twin Beads Ponytailers 20mm 10ct Clear,,1dz/24dz,Clear,705372160511,JOY PRODUCTS,14,TWIN BEADS PONYTAILERS 10CT,6,2
1AN16056,Joy Twin Beads Ponytailers 20mm 10ct Pink,,1dz/24dz,Pink,705372160566,JOY PRODUCTS,14,TWIN BEADS PONYTAILERS 10CT,6,3
1AN16064,Joy Twin Beads Ponytailers 20mm 10ct Asst Color,,1dz/24dz,Assorted,705372160641,JOY PRODUCTS,14,TWIN BEADS PONYTAILERS 10CT,6,4
1AN16132,Joy Twin Beads Ponytailers 20mm 8ct Two Tone Blue,,1dz/24dz,Blue | Two tone,705372161327,JOY PRODUCTS,14,TWIN BEADS PONYTAILERS 10CT,6,5
1AN16133,Joy Twin Beads Ponytailers 20mm 8ct Two Tone Purple,,1dz/24dz,Purple | Two tone,705372161334,JOY PRODUCTS,14,TWIN BEADS PONYTAILERS 10CT,6,6
1AN16134,Joy Twin Beads Ponytailers 20mm 8ct Two Tone Pink,,1dz/24dz,Pink | Two tone,705372161341,JOY PRODUCTS,14,TWIN BEADS PONYTAILERS 10CT,6,7
1AN16135,Joy Twin Beads Ponytailers 20mm 8ct Two Tone Orange,,1dz/24dz,Orange | Two tone,705372161358,JOY PRODUCTS,14,TWIN BEADS PONYTAILERS 10CT,6,8
1AN16136,Joy Twin Beads Ponytailers 20mm 8ct Two Tone Yellow,,1dz/24dz,Yellow | Two tone,705372161365,JOY PRODUCTS,14,TWIN BEADS PONYTAILERS 10CT,6,9
1AN16137,Joy Twin Beads Ponytailers 20mm 8ct Two Tone Brown,,1dz/24dz,Brown | Two tone,705372161372,JOY PRODUCTS,14,TWIN BEADS PONYTAILERS 10CT,6,10
1AN16138,Joy Twin Beads Ponytailers 20mm 8ct Two Tone Asst.,,1dz/24dz,Assorted | Two tone,705372161389,JOY PRODUCTS,14,TWIN BEADS PONYTAILERS 10CT,6,11
1AN16139,Joy Twin Beads Ponytailers 20mm 8ct Two Tone Asst.,,1dz/24dz,Assorted | Two tone,705372161396,JOY PRODUCTS,14,TWIN BEADS PONYTAILERS 10CT,6,12
1AN16205,Joy Twin Beads Ponytailers 20mm 10ct Asst Color,,1dz/24dz,Assorted,705372162058,JOY PRODUCTS,14,TWIN BEADS PONYTAILERS 10CT,6,13
1AN16208,Joy Twin Beads Ponytailers 20mm 10ct Asst Color,,1dz/24dz,Assorted,705372162089,JOY PRODUCTS,14,TWIN BEADS PONYTAILERS 10CT,6,14
1AN16212,Joy Twin Beads Ponytailers 20mm 10ct Asst Color,,1dz/24dz,Assorted,705372162126,JOY PRODUCTS,14,TWIN BEADS PONYTAILERS 10CT,6,15
1AN16265,Joy Twin beads Ponytailers 20mm 10ct Asst,,1dz/24dz,Assorted,705372162652,JOY PRODUCTS,14,TWIN BEADS PONYTAILERS 10CT,6,16
1AN16280,Joy Twin Beads Ponytailers 20mm 10ct Asst Color,,1dz/24dz,Assorted,705372162805,JOY PRODUCTS,14,TWIN BEADS PONYTAILERS 10CT,6,17
1AN16292,Joy Twin Beads Ponytailers 20mm 10ct Asst,,1dz/24dz,Assorted,705372162928,JOY PRODUCTS,14,TWIN BEADS PONYTAILERS 10CT,6,18
1AN16099,Joy Twin Beads Ponytailers 40mm 4ct Asst Color,,1dz/16dz,Brown mix,705372160993,JOY PRODUCTS,14,TWIN BEADS PONYTAILERS 4CT,7,1
1AN16100,Joy Twin Beads Ponytailers 40mm 4ct Black,,1dz/16dz,Black,705372161006,JOY PRODUCTS,14,TWIN BEADS PONYTAILERS 4CT,7,2
1AN16101,Joy Twin Beads Ponytailers 40mm 4ct White,,1dz/16dz,White,705372161013,JOY PRODUCTS,14,TWIN BEADS PONYTAILERS 4CT,7,3
1AN16102,Joy Twin Beads Ponytailers 40mm 4ct Asst Color,,1dz/16dz,Assorted,705372161020,JOY PRODUCTS,14,TWIN BEADS PONYTAILERS 4CT,7,4
1AN16290,Joy Twin Beads Ponytailers 40mm 4ct Asst Color,,1dz/16dz,Assorted,705372162904,JOY PRODUCTS,14,TWIN BEADS PONYTAILERS 4CT,7,5
1AN3003,Annie Hand Mirror S 1x Asst Color Bulk,1.50,1dz/12dz,"1 X Magnification | Single sided hand mirror | Great for everyday use | Color - black, red & blue",705372030036,MISCELLANEOUS,15,MIRRORS,1,1
1AN3004,Annie TV Mirror L 1x Asst Color Bulk,2.50,0.5dz/4dz,"1 X Magnification | Single sided hand mirror | Color - white, blue & red",705372030043,MISCELLANEOUS,15,MIRRORS,1,2
1AN3005,Annie TV Mirror S 1x Asst Color Bulk,2.25,0.5dz/6dz,"1 X Magnification | Single sided hand mirror | Color - white, blue & red",705372030050,MISCELLANEOUS,15,MIRRORS,1,3
1AN3006,Annie Hand Mirror XS 1x Asst Color Bulk,0.85,1dz/20dz,"1 X Magnification | Purse size | Single sided hand mirror | Color - black, red & blue",705372030067,MISCELLANEOUS,15,MIRRORS,1,4
1AN3008,Annie Teardrop Mirror,5.75,1pc/12pc,1 X Magnification | Great for salon & spa | Mirror itself measures 11 1/2” x 8 1/2”,705372030081,MISCELLANEOUS,15,MIRRORS,1,5
1AN3009,Annie TV Mirror L 1x Black Bulk,2.50,0.5dz/4dz,,705372030098,MISCELLANEOUS,15,MIRRORS,1,6
1AN3010,Annie TV Mirror S 1x Black Bulk,2.25,0.5dz/6dz,,705372030104,MISCELLANEOUS,15,MIRRORS,1,7
1BRD11030,Stocking Wig Caps 2pcs Black,0.36,1dz/48dz,,658302110301,MISCELLANEOUS,15,STOCKING WIG CAPS,2,1
1BRD11051,Stocking Wig Caps 2pcs Beige,0.50,1dz/48dz,,658302110516,MISCELLANEOUS,15,STOCKING WIG CAPS,2,2
1BRD11052,Stocking Wig Caps 2pcs Brown,0.36,1dz/48dz,,658302110523,MISCELLANEOUS,15,STOCKING WIG CAPS,2,3
1BRD22111,Stocking Wig Caps 2pcs Natural,0.50,1dz/48dz,,658302221113,MISCELLANEOUS,15,STOCKING WIG CAPS,2,4
1BRD22031,Large Band Wig Caps 2pcs Black,0.53,1dz/24dz,,658302220314,MISCELLANEOUS,15,STOCKING WIG CAPS,2,5
1BRD22030,Stocking Wig Caps 5pcs Black,1.07,1dz/24dz,,658302220307,MISCELLANEOUS,15,STOCKING WIG CAPS,2,6
1BRD22901-6,Braided Weaving Cap -Horseshoe / Adjustable Strap Black,5.00,6pc/12dz/24pk,,658302229010,MISCELLANEOUS,15,BRAIDED WEAVING CAP,3,1
1BRD11083,Closed Top Weaving Cap Black,0.67,1dz/24dz,,658302110837,MISCELLANEOUS,15,WEAVING CAP & HAIR NETS,4,1
1BRD11031,Open Top Wig Cap Liner Black,0.83,1dz/24dz,,658302110318,MISCELLANEOUS,15,WEAVING CAP & HAIR NETS,4,2
1BRD11086,Deluxe Multi Use Weaving Cap Black,1.78,6pcs/24dz,,658302110868,MISCELLANEOUS,15,WEAVING CAP & HAIR NETS,4,3
1BRD11084,Deluxe Weaving Net Black,1.25,1dz/24dz,,658302110844,MISCELLANEOUS,15,WEAVING CAP & HAIR NETS,4,4
1BRD22004,Satin Bonnet Large Black,1.60,1dz/24dz,,658302220048,MISCELLANEOUS,15,OLIVE OIL AND VITAMIN E TREATED CAPS,5,1
1BRD22008,Deluxe Foam Mesh Wrap Black,1.60,1dz/24dz,,658302220086,MISCELLANEOUS,15,OLIVE OIL AND VITAMIN E TREATED CAPS,5,2
1BRD22401,Deluxe Weaving Net -Small Hole Black,1.07,1dz/24dz,,658302224015,MISCELLANEOUS,15,WEAVING CAPS AND HAIR NETS,6,1
1BRD22405,Stretch Weaving Nets 2 pcs Black,1.60,1dz/24dz,,658302224053,MISCELLANEOUS,15,WEAVING CAPS AND HAIR NETS,6,2
1BRD11082,Multi Purpose Wave Nets 2pcs Brown,0.89,1dz/24dz,,658302220222,MISCELLANEOUS,15,WEAVING CAPS AND HAIR NETS,6,3
1BRD11081,French Mesh Thin Hair Nets 3 pcs Black,0.75,1dz/48dz,,658302110813,MISCELLANEOUS,15,WEAVING CAPS AND HAIR NETS,6,4
1BRD11059,Mesh Wrap Asst,0.93,1dz/48dz,,658302110592,MISCELLANEOUS,15,WRAPS AND BANDS,7,1
1BRD11029,Mesh Wrap Black,0.93,1dz/48dz,,658302110295,MISCELLANEOUS,15,WRAPS AND BANDS,7,2
1BRD22011,Soft Mesh Wrap Black,1.07,1dz/48dz,,658302220116,MISCELLANEOUS,15,WRAPS AND BANDS,7,3
1BRD22024,Extra Firm Mesh Wrap Black,1.07,1dz/24dz,,658302220246,MISCELLANEOUS,15,WRAPS AND BANDS,7,4
1BRD22211,Satin Wrap Cap Black,1.07,1dz/24dz,,658302222110,MISCELLANEOUS,15,WRAPS AND BANDS,7,5
1BRD22210,Satin Wrap Cap Asst,1.07,1dz/24dz,,658302222103,MISCELLANEOUS,15,WRAPS AND BANDS,7,6
1BRD22017,Deluxe Foam Mesh Wrap Asst,1.56,1dz/24dz,,658302220185,MISCELLANEOUS,15,WRAPS AND BANDS,7,7
1BRD22018,Deluxe Foam Mesh Wrap Black,1.56,1dz/24dz,,658302220178,MISCELLANEOUS,15,WRAPS AND BANDS,7,8
1BRD33012,Spandex Turban Black,1.65,1dz/24dz,,658302330129,MISCELLANEOUS,15,"TURBANS, BLOSSOM CAP AND BAND",8,1
1BRD22136,Dreadlock Stocking Cap Black,1.07,1dz/24dz,,658302221366,MISCELLANEOUS,15,DREADLOCK CAPS,9,1
1BRD22138,Dreadlock Stocking Cap Jumbo Black,1.60,1dz/24dz,,658302221380,MISCELLANEOUS,15,DREADLOCK CAPS,9,2
1BRD22142,Spandex Dreadlock Cap Black,2.31,1dz/24dz,,658302221427,MISCELLANEOUS,15,DREADLOCK CAPS,9,3
1BRD22144,Spandex Dreadlock Cap Jumbo Black,2.67,1dz/24dz,,658302221441,MISCELLANEOUS,15,DREADLOCK CAPS,9,4
1BRD11001,Satin Wrap Asst,1.39,1dz/24dz,,658302110011,MISCELLANEOUS,15,"DU-RAGS, HEADWRAPS, SCARVES AND TRIANGLES",10,1
1BRD11002,Satin Wrap Black,1.39,1dz/24dz,,658302110028,MISCELLANEOUS,15,"DU-RAGS, HEADWRAPS, SCARVES AND TRIANGLES",10,2
1BRD11011,Satin Scarf Asst,1.17,1dz/24dz,,658302110110,MISCELLANEOUS,15,"DU-RAGS, HEADWRAPS, SCARVES AND TRIANGLES",10,3
1BRD11066,Satin Scarf Black,1.17,1dz/24dz,,658302110660,MISCELLANEOUS,15,"DU-RAGS, HEADWRAPS, SCARVES AND TRIANGLES",10,4
1BRD26316-6,Comfort Edge Silky Satin Bonnet / Jumbo Asst,4.00,6pcs/12dz,,658302263168,MISCELLANEOUS,15,,11,1
1BRD26317-6,Comfort Edge Silky Satin Bonnet / Jumbo Midnight,4.00,6pcs/12dz,,658302263175,MISCELLANEOUS,15,,11,2
1BRD26318-6,Comfort Edge Silky Satin Bonnet / Braid Asst,4.00,6pcs/12dz,,658302263182,MISCELLANEOUS,15,,11,3
1BRD26319-6,Comfort Edge Silky Satin Bonnet / Braid Black,4.00,6pcs/12dz,,658302263199,MISCELLANEOUS,15,,11,4
1BRD26322-6,Stylish Edge Silky Satin Bonnet / Jumbo Asst,4.27,6pcs/12dz,,658302263229,MISCELLANEOUS,15,,11,5
1BRD26346-6,Adjustable Tie Satin Bonnet / L-XL Asst,3.73,6pcs/12dz,,658302263465,MISCELLANEOUS,15,,11,6
1BRD11009,Satin Sleep Cap Large Asst,1.16,1dz/24dz,,658302110097,MISCELLANEOUS,15,SLEEP CAPS AND PILLOW COVERS,12,1
1BRD11010,Satin Sleep Cap Large Black,1.16,1dz/24dz,,658302110103,MISCELLANEOUS,15,SLEEP CAPS AND PILLOW COVERS,12,2
1BRD11020,Satin Sleep Cap X-Large Asst,1.20,1dz/24dz,,658302110202,MISCELLANEOUS,15,SLEEP CAPS AND PILLOW COVERS,12,3
1BRD11021,Satin Sleep Cap X-Large Black,1.20,1dz/24dz,,658302110219,MISCELLANEOUS,15,SLEEP CAPS AND PILLOW COVERS,12,4
1BRD22241,Satin Sleep Cap Super Jumbo Asst,1.67,1dz/24dz,,658302222417,MISCELLANEOUS,15,SLEEP CAPS AND PILLOW COVERS,12,5
1BRD22242,Satin Sleep Cap Super Jumbo Black,1.67,1dz/24dz,,658302222424,MISCELLANEOUS,15,SLEEP CAPS AND PILLOW COVERS,12,6
1BRD22016,Satin Bonnet & Sleep Cap Black,1.82,1dz/24dz,,658302220161,MISCELLANEOUS,15,SLEEP CAPS AND PILLOW COVERS,12,7
1BRD22070,Day & Night Cap Black,2.13,1dz/24dz,,658302220703,MISCELLANEOUS,15,DAY AND NIGHT CAPS AND BONNETS,13,1
1BRD23203-6,Wide Edge Satin Bonnet Asst,2.13,6pcs/24dz,,658302232034,MISCELLANEOUS,15,DAY AND NIGHT CAPS AND BONNETS,13,2
1BRD23204-6,Wide Edge Satin Bonnet Black,2.13,6pcs/24dz,,658302232041,MISCELLANEOUS,15,DAY AND NIGHT CAPS AND BONNETS,13,3
1BRD23201-6,Wide Edge Satin Bonnet Super Jumbo Asst,1.50,6pcs/12dz,,658302232010,MISCELLANEOUS,15,DAY AND NIGHT CAPS AND BONNETS,13,4
1BRD23202-6,Wide Edge Satin Bonnet Super Jumbo Black,1.50,6pcs/12dz,,658302232027,MISCELLANEOUS,15,DAY AND NIGHT CAPS AND BONNETS,13,5
1BRD23181,Dazzling Bonnet Large Asst,2.67,6pcs/24dz,,658302231815,MISCELLANEOUS,15,DAY AND NIGHT CAPS AND BONNETS,13,6
1BRD23182,Dazzling Bonnet Super Jumbo Asst,4.53,6pcs/12dz,,658302231822,MISCELLANEOUS,15,DAY AND NIGHT CAPS AND BONNETS,13,7
1BRD22255,Satin Padded Bonnet Asst,2.50,1dz/12dz,,658302222554,MISCELLANEOUS,15,DAY AND NIGHT CAPS AND BONNETS,13,8
1BRD22256,Satin Padded Bonnet Black,2.50,1dz/12dz,,658302222561,MISCELLANEOUS,15,DAY AND NIGHT CAPS AND BONNETS,13,9
1BRD11018,Satin Bonnet X-Large Asst,1.20,1dz/24dz,,658302110189,MISCELLANEOUS,15,DAY AND NIGHT CAPS AND BONNETS,13,10
1BRD11019,Satin Bonnet X-Large Black,1.20,1dz/24dz,,658302110196,MISCELLANEOUS,15,DAY AND NIGHT CAPS AND BONNETS,13,11
1BRD11007,Satin Bonnet Large Asst,1.16,1dz/24dz,,658302110073,MISCELLANEOUS,15,DAY AND NIGHT CAPS AND BONNETS,13,12
1BRD11008,Satin Bonnet Large Black,1.16,1dz/24dz,,658302110080,MISCELLANEOUS,15,DAY AND NIGHT CAPS AND BONNETS,13,13
1BRD11097,Satin Braid & Adjustable Bonnet 2 in 1 Asst,1.60,1dz/24dz,,658302110974,MISCELLANEOUS,15,DAY AND NIGHT CAPS AND BONNETS,13,14
1BRD11098,Satin Braid & Adjustable Bonnet 2 in 1 Black,1.60,1dz/24dz,,658302110981,MISCELLANEOUS,15,DAY AND NIGHT CAPS AND BONNETS,13,15
1BRD22063,Satin Braid Bonnet Asst,1.39,1dz/24dz,,658302220635,MISCELLANEOUS,15,DAY AND NIGHT CAPS AND BONNETS,13,16
1BRD22064,Satin Braid Bonnet Black,1.39,1dz/24dz,,658302220642,MISCELLANEOUS,15,DAY AND NIGHT CAPS AND BONNETS,13,17
1BRD11017,Rain Bonnet Clear Asst,0.53,1dz/24dz,,658302110172,MISCELLANEOUS,15,DAY AND NIGHT CAPS AND BONNETS,13,18
1BRD11065,Handmade Knotted Wrap Asst,2.13,1dz/12dz,,658302110653,MISCELLANEOUS,15,KNOTTED WRAPS AND FASHION SCARVES,14,1
1BRD11046,Handmade Knotted Wrap Black,2.13,1dz/12dz,,658302110462,MISCELLANEOUS,15,KNOTTED WRAPS AND FASHION SCARVES,14,2
1BRD22163,Shower Cap Super Jumbo Asst,1.60,1dz/12dz,,658302221632,MISCELLANEOUS,15,SHOWER AND PROCESSING CAPS,15,1
1BRD22164,Shower Cap Super Jumbo Black,1.60,1dz/12dz,,658302221649,MISCELLANEOUS,15,SHOWER AND PROCESSING CAPS,15,2
1BRD22168,Braid Shower Cap Black,2.39,1dz/12dz,,658302221687,MISCELLANEOUS,15,SHOWER AND PROCESSING CAPS,15,3
1BRD26358,Comfort Fit Shower Cap / Large Asst,1.11,6pcs/12dz,,658302263588,MISCELLANEOUS,15,SHOWER AND PROCESSING CAPS,15,4
1BRD26359,Comfort Fit Shower Cap / Large Black,1.11,6pcs/12dz,,658302263595,MISCELLANEOUS,15,SHOWER AND PROCESSING CAPS,15,5
1BRD26360,Comfort Fit Shower Cap / X-Large Asst,1.11,6pcs/12dz,,658302263601,MISCELLANEOUS,15,SHOWER AND PROCESSING CAPS,15,6
1BRD26361,Comfort Fit Shower Cap / X-Large Black,1.11,6pcs/12dz,,658302263618,MISCELLANEOUS,15,SHOWER AND PROCESSING CAPS,15,7
1BRD22025,Double Sided Shower Cap Asst,2.23,1dz/12dz,,658302220253,MISCELLANEOUS,15,SHOWER AND PROCESSING CAPS,15,8
1BRD22026,Double Sided Shower Cap Black,2.23,1dz/12dz,,658302220260,MISCELLANEOUS,15,SHOWER AND PROCESSING CAPS,15,9
1BRD11035,Cholesterol Processing Cap Gold,1.00,1dz/24dz,,658302110356,MISCELLANEOUS,15,SHOWER AND PROCESSING CAPS,15,10
1BRD11202,Kids Satin Bonnet Asst,1.07,1dz/24dz,,658302112022,MISCELLANEOUS,15,KID’S CAPS,16,1
1BRD11231,Kids Comfort Band Bonnet Asst,1.07,1dz/24dz,,658302112312,MISCELLANEOUS,15,KID’S CAPS,16,2
1BRD11232,Kids Comfort Band Bonnet Black,1.07,1dz/24dz,,658302112329,MISCELLANEOUS,15,KID’S CAPS,16,3
1BRD11203,Kids Shower Cap Asst,1.07,1dz/24dz,,658302112039,MISCELLANEOUS,15,KID’S CAPS,16,4
1BRD22034,Kids Mesh Wrap Asst,0.93,1dz/24dz,,658302220345,MISCELLANEOUS,15,KID’S CAPS,16,5
1BRD22033,Kids Mesh Wrap Black,0.93,1dz/24dz,,658302220338,MISCELLANEOUS,15,KID’S CAPS,16,6
